Sheet_nb;Date;Time;Species;Nb_feeding;Nb_active;Nb_inactive;Nb_OOS;Total_ind;Enclosure_status;Zoo_status;Lockdown
166;01/12/2020;15:15;King cobra;;0;1;0;1;Closed;Closed;2
165;01/12/2020;09:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
166;01/12/2020;13:30;Komodo dragon;;1;0;0;1;Closed;Closed;2
166;01/12/2020;15:15;Komodo dragon;;1;0;0;1;Closed;Closed;2
165;01/12/2020;09:30;Milksnake;;0;0;1;1;Closed;Closed;2
166;01/12/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
166;01/12/2020;15:15;Milksnake;;0;0;1;1;Closed;Closed;2
165;01/12/2020;09:30;Reticulated python;;0;1;0;1;Closed;Closed;2
166;01/12/2020;13:30;Reticulated python;;0;0;1;1;Closed;Closed;2
166;01/12/2020;15:15;Reticulated python;;0;0;1;1;Closed;Closed;2
165;01/12/2020;09:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
166;01/12/2020;13:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
166;01/12/2020;15:15;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
165;01/12/2020;09:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
166;01/12/2020;13:30;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
166;01/12/2020;15:15;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
165;01/12/2020;09:30;Taipans;;0;2;0;2;Closed;Closed;2
166;01/12/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
166;01/12/2020;15:15;Taipans;;0;2;0;2;Closed;Closed;2
165;01/12/2020;09:30;Telfair skink;;0;3;1;4;Closed;Closed;2
166;01/12/2020;13:30;Telfair skink;;1;0;3;4;Closed;Closed;2
166;01/12/2020;15:15;Telfair skink;;0;0;4;4;Closed;Closed;2
165;01/12/2020;09:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
166;01/12/2020;13:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
166;01/12/2020;15:15;Tokay gecko ;;0;0;3;3;Closed;Closed;2
167;02/12/2020;09:00;Beaded lizard;;0;2;1;3;Closed;Closed;2
167;02/12/2020;13:40;Beaded lizard;;1;2;0;3;Closed;Closed;2
168;02/12/2020;16:00;Beaded lizard;;0;2;1;3;Closed;Closed;2
167;02/12/2020;09:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
167;02/12/2020;13:40;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
168;02/12/2020;16:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
167;02/12/2020;09:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
167;02/12/2020;13:40;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
168;02/12/2020;16:00;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
167;02/12/2020;09:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
167;02/12/2020;13:40;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
168;02/12/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
167;02/12/2020;09:00;Gidgee skink;;2;8;2;12;Closed;Closed;2
167;02/12/2020;13:40;Gidgee skink;;2;8;2;12;Closed;Closed;2
168;02/12/2020;16:00;Gidgee skink;;0;10;2;12;Closed;Closed;2
167;02/12/2020;09:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
167;02/12/2020;13:40;Jungle carpet python;;0;2;0;2;Closed;Closed;2
168;02/12/2020;16:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
167;02/12/2020;09:00;King cobra;;0;1;0;1;Closed;Closed;2
167;02/12/2020;13:40;King cobra;;0;1;0;1;Closed;Closed;2
168;02/12/2020;16:00;King cobra;;0;1;0;1;Closed;Closed;2
167;02/12/2020;09:00;Komodo dragon;;1;0;0;1;Closed;Closed;2
167;02/12/2020;13:40;Komodo dragon;;0;1;0;1;Closed;Closed;2
168;02/12/2020;16:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
167;02/12/2020;09:00;Milksnake;;0;0;1;1;Closed;Closed;2
167;02/12/2020;13:40;Milksnake;;0;0;1;1;Closed;Closed;2
168;02/12/2020;16:00;Milksnake;;0;0;1;1;Closed;Closed;2
167;02/12/2020;09:00;Reticulated python;;0;0;1;1;Closed;Closed;2
167;02/12/2020;13:40;Reticulated python;;0;0;1;1;Closed;Closed;2
168;02/12/2020;16:00;Reticulated python;;0;1;0;1;Closed;Closed;2
167;02/12/2020;09:00;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
167;02/12/2020;13:40;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
168;02/12/2020;16:00;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
167;02/12/2020;09:00;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
167;02/12/2020;13:40;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
168;02/12/2020;16:00;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
167;02/12/2020;09:00;Taipans;;0;2;0;2;Closed;Closed;2
167;02/12/2020;13:40;Taipans;;0;1;1;2;Closed;Closed;2
168;02/12/2020;16:00;Taipans;;0;1;1;2;Closed;Closed;2
167;02/12/2020;09:00;Telfair skink;;1;1;2;4;Closed;Closed;2
167;02/12/2020;13:40;Telfair skink;;0;4;0;4;Closed;Closed;2
168;02/12/2020;16:00;Telfair skink;;0;3;1;4;Closed;Closed;2
167;02/12/2020;09:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
167;02/12/2020;13:40;Tokay gecko ;;0;0;3;3;Closed;Closed;2
168;02/12/2020;16:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
168;03/12/2020;09:00;Beaded lizard;;1;1;1;3;Open;Open;2
169;03/12/2020;13:50;Beaded lizard;;0;1;2;3;Open;Open;2
169;03/12/2020;16:01;Beaded lizard;;0;1;2;3;Open;Open;2
168;03/12/2020;09:00;Blue tree monitor ;;0;0;1;1;Open;Open;2
169;03/12/2020;13:50;Blue tree monitor ;;0;1;0;1;Open;Open;2
169;03/12/2020;16:01;Blue tree monitor ;;1;0;0;1;Open;Open;2
168;03/12/2020;09:00;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
169;03/12/2020;13:50;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
169;03/12/2020;16:01;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
168;03/12/2020;09:00;Galapagos tortoise - adult;;0;0;3;3;Open;Open;2
169;03/12/2020;13:50;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
169;03/12/2020;16:01;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
168;03/12/2020;09:00;Gidgee skink;;0;4;8;12;Open;Open;2
169;03/12/2020;13:50;Gidgee skink;;0;12;0;12;Open;Open;2
169;03/12/2020;16:01;Gidgee skink;;0;9;3;12;Open;Open;2
168;03/12/2020;09:00;Jungle carpet python;;1;1;0;2;Open;Open;2
169;03/12/2020;13:50;Jungle carpet python;;0;1;1;2;Open;Open;2
169;03/12/2020;16:01;Jungle carpet python;;0;2;0;2;Open;Open;2
168;03/12/2020;09:00;King cobra;;0;1;0;1;Open;Open;2
169;03/12/2020;13:50;King cobra;;0;1;0;1;Open;Open;2
169;03/12/2020;16:01;King cobra;;0;1;0;1;Open;Open;2
168;03/12/2020;09:00;Komodo dragon;;0;0;1;1;Open;Open;2
169;03/12/2020;13:50;Komodo dragon;;0;1;0;1;Open;Open;2
169;03/12/2020;16:01;Komodo dragon;;0;1;0;1;Open;Open;2
168;03/12/2020;09:00;Milksnake;;0;0;1;1;Open;Open;2
169;03/12/2020;13:50;Milksnake;;0;0;1;1;Open;Open;2
169;03/12/2020;16:01;Milksnake;;0;0;1;1;Open;Open;2
168;03/12/2020;09:00;Reticulated python;;0;0;1;1;Open;Open;2
169;03/12/2020;13:50;Reticulated python;;0;0;1;1;Open;Open;2
169;03/12/2020;16:01;Reticulated python;;0;0;1;1;Open;Open;2
168;03/12/2020;09:00;Snake-neck turtle (WEST);;1;0;0;1;Open;Open;2
169;03/12/2020;13:50;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
169;03/12/2020;16:01;Snake-neck turtle (WEST);;1;0;0;1;Open;Open;2
168;03/12/2020;09:00;Spiny hill turtle;;0;0;2;2;Open;Open;2
169;03/12/2020;13:50;Spiny hill turtle;;0;0;2;2;Open;Open;2
169;03/12/2020;16:01;Spiny hill turtle;;0;0;2;2;Open;Open;2
168;03/12/2020;09:00;Taipans;;0;2;0;2;Open;Open;2
169;03/12/2020;13:50;Taipans;;0;1;1;2;Open;Open;2
169;03/12/2020;16:01;Taipans;;0;1;1;2;Open;Open;2
168;03/12/2020;09:00;Telfair skink;;0;1;3;4;Open;Open;2
169;03/12/2020;13:50;Telfair skink;;1;0;3;4;Open;Open;2
169;03/12/2020;16:01;Telfair skink;;0;3;1;4;Open;Open;2
168;03/12/2020;09:00;Tokay gecko ;;0;0;3;3;Open;Open;2
169;03/12/2020;13:50;Tokay gecko ;;0;0;3;3;Open;Open;2
169;03/12/2020;16:01;Tokay gecko ;;0;0;3;3;Open;Open;2
170;04/12/2020;09:05;Beaded lizard;;0;2;1;3;Open;Open;2
171;04/12/2020;09:30;Beaded lizard;;0;3;0;3;Open;Open;2
170;04/12/2020;13:30;Beaded lizard;;0;2;1;3;Open;Open;2
170;04/12/2020;09:05;Blue tree monitor ;;0;0;1;1;Open;Open;2
171;04/12/2020;09:30;Blue tree monitor ;;0;1;0;1;Open;Open;2
170;04/12/2020;13:30;Blue tree monitor ;;0;1;0;1;Open;Open;2
170;04/12/2020;09:05;Chinese crocodile lizard;;0;0;2;2;Open;Open;2
171;04/12/2020;09:30;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
170;04/12/2020;13:30;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
170;04/12/2020;09:05;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
171;04/12/2020;09:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
170;04/12/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
170;04/12/2020;09:05;Gidgee skink;;0;6;6;12;Open;Open;2
171;04/12/2020;09:30;Gidgee skink;;0;9;3;12;Open;Open;2
170;04/12/2020;13:30;Gidgee skink;;0;10;2;12;Open;Open;2
170;04/12/2020;09:05;Jungle carpet python;;0;2;0;2;Open;Open;2
171;04/12/2020;09:30;Jungle carpet python;;0;2;0;2;Open;Open;2
170;04/12/2020;13:30;Jungle carpet python;;0;2;0;2;Open;Open;2
170;04/12/2020;09:05;King cobra;;0;1;0;1;Open;Open;2
171;04/12/2020;09:30;King cobra;;0;1;0;1;Open;Open;2
170;04/12/2020;13:30;King cobra;;0;1;0;1;Open;Open;2
170;04/12/2020;09:05;Komodo dragon;;0;1;0;1;Open;Open;2
171;04/12/2020;09:30;Komodo dragon;;0;1;0;1;Open;Open;2
170;04/12/2020;13:30;Komodo dragon;;0;1;0;1;Open;Open;2
170;04/12/2020;09:05;Milksnake;;0;0;1;1;Open;Open;2
171;04/12/2020;09:30;Milksnake;;0;0;1;1;Open;Open;2
170;04/12/2020;13:30;Milksnake;;0;0;1;1;Open;Open;2
170;04/12/2020;09:05;Reticulated python;;0;0;1;1;Open;Open;2
171;04/12/2020;09:30;Reticulated python;;0;0;1;1;Open;Open;2
170;04/12/2020;13:30;Reticulated python;;0;1;0;1;Open;Open;2
170;04/12/2020;09:05;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
171;04/12/2020;09:30;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
170;04/12/2020;13:30;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
170;04/12/2020;09:05;Spiny hill turtle;;0;0;2;2;Open;Open;2
171;04/12/2020;09:30;Spiny hill turtle;;0;1;1;2;Open;Open;2
170;04/12/2020;13:30;Spiny hill turtle;;0;0;2;2;Open;Open;2
170;04/12/2020;09:05;Taipans;;0;0;2;2;Open;Open;2
171;04/12/2020;09:30;Taipans;;0;2;0;2;Open;Open;2
170;04/12/2020;13:30;Taipans;;0;1;1;2;Open;Open;2
170;04/12/2020;09:05;Telfair skink;;0;2;2;4;Open;Open;2
171;04/12/2020;09:30;Telfair skink;;0;0;4;4;Open;Open;2
170;04/12/2020;13:30;Telfair skink;;0;1;3;4;Open;Open;2
170;04/12/2020;09:05;Tokay gecko ;;0;0;3;3;Open;Open;2
171;04/12/2020;09:30;Tokay gecko ;;0;0;3;3;Open;Open;2
170;04/12/2020;13:30;Tokay gecko ;;0;0;3;3;Open;Open;2
171;05/12/2020;08:30;Beaded lizard;;0;1;2;3;Open;Open;2
172;05/12/2020;10:00;Beaded lizard;;0;1;2;3;Open;Open;2
171;05/12/2020;08:30;Blue tree monitor ;;0;0;1;1;Open;Open;2
172;05/12/2020;10:00;Blue tree monitor ;;0;1;0;1;Open;Open;2
171;05/12/2020;08:30;Chinese crocodile lizard;;0;0;2;2;Open;Open;2
172;05/12/2020;10:00;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
171;05/12/2020;08:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
172;05/12/2020;10:00;Galapagos tortoise - adult;;1;2;0;3;Open;Open;2
171;05/12/2020;08:30;Gidgee skink;;0;1;11;12;Open;Open;2
172;05/12/2020;10:00;Gidgee skink;;0;11;1;12;Open;Open;2
171;05/12/2020;08:30;Jungle carpet python;;0;1;1;2;Open;Open;2
172;05/12/2020;10:00;Jungle carpet python;;0;2;0;2;Open;Open;2
171;05/12/2020;08:30;King cobra;;0;1;0;1;Open;Open;2
172;05/12/2020;10:00;King cobra;;0;1;0;1;Open;Open;2
171;05/12/2020;08:30;Komodo dragon;;1;0;0;1;Open;Open;2
172;05/12/2020;10:00;Komodo dragon;;0;0;1;1;Open;Open;2
171;05/12/2020;08:30;Milksnake;;0;0;1;1;Open;Open;2
172;05/12/2020;10:00;Milksnake;;0;0;1;1;Open;Open;2
171;05/12/2020;08:30;Reticulated python;;0;0;1;1;Open;Open;2
172;05/12/2020;10:00;Reticulated python;;0;0;1;1;Open;Open;2
171;05/12/2020;08:30;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
172;05/12/2020;10:00;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
171;05/12/2020;08:30;Spiny hill turtle;;0;0;2;2;Open;Open;2
172;05/12/2020;10:00;Spiny hill turtle;;0;0;2;2;Open;Open;2
171;05/12/2020;08:30;Taipans;;0;2;0;2;Open;Open;2
172;05/12/2020;10:00;Taipans;;0;2;0;2;Open;Open;2
171;05/12/2020;08:30;Telfair skink;;1;0;3;4;Open;Open;2
172;05/12/2020;10:00;Telfair skink;;0;1;3;4;Open;Open;2
171;05/12/2020;08:30;Tokay gecko ;;0;0;3;3;Open;Open;2
172;05/12/2020;10:00;Tokay gecko ;;0;0;3;3;Open;Open;2
172;06/12/2020;09:00;Beaded lizard;;0;1;2;3;Open;Open;2
173;06/12/2020;13:30;Beaded lizard;;0;1;2;3;Open;Open;2
173;06/12/2020;16:00;Beaded lizard;;0;1;2;3;Open;Open;2
172;06/12/2020;09:00;Blue tree monitor ;;0;1;0;1;Open;Open;2
173;06/12/2020;13:30;Blue tree monitor ;;0;1;0;1;Open;Open;2
173;06/12/2020;16:00;Blue tree monitor ;;1;0;0;1;Open;Open;2
172;06/12/2020;09:00;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
173;06/12/2020;13:30;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
173;06/12/2020;16:00;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
172;06/12/2020;09:00;Galapagos tortoise - adult;;1;2;0;3;Open;Open;2
173;06/12/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
173;06/12/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
172;06/12/2020;09:00;Gidgee skink;;0;7;5;12;Open;Open;2
173;06/12/2020;13:30;Gidgee skink;;0;10;2;12;Open;Open;2
173;06/12/2020;16:00;Gidgee skink;;1;9;2;12;Open;Open;2
172;06/12/2020;09:00;Jungle carpet python;;0;2;0;2;Open;Open;2
173;06/12/2020;13:30;Jungle carpet python;;0;2;0;2;Open;Open;2
172;06/12/2020;09:00;King cobra;;0;1;0;1;Open;Open;2
173;06/12/2020;13:30;King cobra;;0;1;0;1;Open;Open;2
173;06/12/2020;16:00;King cobra;;0;1;0;1;Open;Open;2
172;06/12/2020;09:00;Komodo dragon;;0;0;1;1;Open;Open;2
173;06/12/2020;13:30;Komodo dragon;;0;1;0;1;Open;Open;2
173;06/12/2020;16:00;Komodo dragon;;0;1;0;1;Open;Open;2
172;06/12/2020;09:00;Milksnake;;0;0;1;1;Open;Open;2
173;06/12/2020;13:30;Milksnake;;0;0;1;1;Open;Open;2
172;06/12/2020;09:00;Reticulated python;;0;0;1;1;Open;Open;2
173;06/12/2020;13:30;Reticulated python;;0;1;0;1;Open;Open;2
173;06/12/2020;16:00;Reticulated python;;0;1;0;1;Open;Open;2
172;06/12/2020;09:00;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
173;06/12/2020;13:30;Snake-neck turtle (WEST);;1;0;0;1;Open;Open;2
173;06/12/2020;16:00;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
172;06/12/2020;09:00;Spiny hill turtle;;0;0;2;2;Open;Open;2
173;06/12/2020;13:30;Spiny hill turtle;;0;0;2;2;Open;Open;2
173;06/12/2020;16:00;Spiny hill turtle;;0;0;2;2;Open;Open;2
172;06/12/2020;09:00;Taipans;;0;2;0;2;Open;Open;2
173;06/12/2020;13:30;Taipans;;0;1;1;2;Open;Open;2
172;06/12/2020;09:00;Telfair skink;;0;0;4;4;Open;Open;2
173;06/12/2020;13:30;Telfair skink;;0;2;2;4;Open;Open;2
173;06/12/2020;16:00;Telfair skink;;0;1;3;4;Open;Open;2
172;06/12/2020;09:00;Tokay gecko ;;0;0;3;3;Open;Open;2
173;06/12/2020;13:30;Tokay gecko ;;0;0;3;3;Open;Open;2
173;06/12/2020;16:00;Tokay gecko ;;0;0;3;3;Open;Open;2
174;07/12/2020;08:36;Beaded lizard;;0;1;2;3;Open;Open;2
174;07/12/2020;13:40;Beaded lizard;;1;1;1;3;Open;Open;2
175;07/12/2020;16:10;Beaded lizard;;0;2;1;3;Open;Open;2
174;07/12/2020;08:36;Blue tree monitor ;;0;1;0;1;Open;Open;2
174;07/12/2020;13:40;Blue tree monitor ;;0;0;1;1;Open;Open;2
175;07/12/2020;16:10;Blue tree monitor ;;0;0;1;1;Open;Open;2
174;07/12/2020;08:36;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
174;07/12/2020;13:40;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
175;07/12/2020;16:10;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
174;07/12/2020;08:36;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
174;07/12/2020;13:40;Galapagos tortoise - adult;;1;2;0;3;Open;Open;2
175;07/12/2020;16:10;Galapagos tortoise - adult;;1;2;0;3;Open;Open;2
174;07/12/2020;08:36;Gidgee skink;;0;3;9;12;Open;Open;2
174;07/12/2020;13:40;Gidgee skink;;0;11;1;12;Open;Open;2
175;07/12/2020;16:10;Gidgee skink;;0;10;2;12;Open;Open;2
174;07/12/2020;08:36;Jungle carpet python;;0;1;1;2;Open;Open;2
174;07/12/2020;13:40;Jungle carpet python;;0;2;0;2;Open;Open;2
175;07/12/2020;16:10;Jungle carpet python;;2;0;0;2;Open;Open;2
174;07/12/2020;08:36;King cobra;;0;1;0;1;Open;Open;2
174;07/12/2020;13:40;King cobra;;0;1;0;1;Open;Open;2
175;07/12/2020;16:10;King cobra;;0;1;0;1;Open;Open;2
174;07/12/2020;08:36;Komodo dragon;;0;1;0;1;Open;Open;2
174;07/12/2020;13:40;Komodo dragon;;0;1;0;1;Open;Open;2
175;07/12/2020;16:10;Komodo dragon;;1;0;0;1;Open;Open;2
174;07/12/2020;08:36;Milksnake;;0;0;1;1;Open;Open;2
174;07/12/2020;13:40;Milksnake;;0;0;1;1;Open;Open;2
175;07/12/2020;16:10;Milksnake;;0;1;0;1;Open;Open;2
174;07/12/2020;08:36;Reticulated python;;0;0;1;1;Open;Open;2
174;07/12/2020;13:40;Reticulated python;;0;0;1;1;Open;Open;2
175;07/12/2020;16:10;Reticulated python;;0;1;0;1;Open;Open;2
174;07/12/2020;08:36;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
174;07/12/2020;13:40;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
175;07/12/2020;16:10;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
174;07/12/2020;08:36;Spiny hill turtle;;0;0;2;2;Open;Open;2
174;07/12/2020;13:40;Spiny hill turtle;;0;1;1;2;Open;Open;2
175;07/12/2020;16:10;Spiny hill turtle;;2;0;0;2;Open;Open;2
174;07/12/2020;08:36;Taipans;;0;1;1;2;Open;Open;2
174;07/12/2020;13:40;Taipans;;0;2;0;2;Open;Open;2
175;07/12/2020;16:10;Taipans;;0;1;1;2;Open;Open;2
174;07/12/2020;08:36;Telfair skink;;0;2;2;4;Open;Open;2
174;07/12/2020;13:40;Telfair skink;;0;2;2;4;Open;Open;2
175;07/12/2020;16:10;Telfair skink;;0;1;3;4;Open;Open;2
174;07/12/2020;08:36;Tokay gecko ;;0;1;2;3;Open;Open;2
174;07/12/2020;13:40;Tokay gecko ;;0;0;3;3;Open;Open;2
175;07/12/2020;16:10;Tokay gecko ;;0;0;3;3;Open;Open;2
177;08/12/2020;08:30;Beaded lizard;;0;2;1;3;Open;Open;2
176;08/12/2020;13:30;Beaded lizard;;0;2;1;3;Open;Open;2
175;08/12/2020;14:45;Beaded lizard;;0;2;1;3;Open;Open;2
176;08/12/2020;16:20;Beaded lizard;;0;2;1;3;Open;Open;2
177;08/12/2020;08:30;Blue tree monitor ;;0;1;0;1;Open;Open;2
176;08/12/2020;13:30;Blue tree monitor ;;0;1;0;1;Open;Open;2
175;08/12/2020;14:45;Blue tree monitor ;;0;1;0;1;Open;Open;2
176;08/12/2020;16:20;Blue tree monitor ;;0;1;0;1;Open;Open;2
177;08/12/2020;08:30;Chinese crocodile lizard;;0;0;2;2;Open;Open;2
176;08/12/2020;13:30;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
175;08/12/2020;14:45;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
176;08/12/2020;16:20;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
177;08/12/2020;08:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
176;08/12/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
175;08/12/2020;14:45;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
176;08/12/2020;16:20;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
177;08/12/2020;08:30;Gidgee skink;;0;3;9;12;Open;Open;2
176;08/12/2020;13:30;Gidgee skink;;0;11;1;12;Open;Open;2
175;08/12/2020;14:45;Gidgee skink;;0;3;9;12;Open;Open;2
176;08/12/2020;16:20;Gidgee skink;;0;12;0;12;Open;Open;2
177;08/12/2020;08:30;Jungle carpet python;;0;2;0;2;Open;Open;2
176;08/12/2020;13:30;Jungle carpet python;;0;2;0;2;Open;Open;2
175;08/12/2020;14:45;Jungle carpet python;;0;2;0;2;Open;Open;2
176;08/12/2020;16:20;Jungle carpet python;;0;2;0;2;Open;Open;2
177;08/12/2020;08:30;King cobra;;0;1;0;1;Open;Open;2
176;08/12/2020;13:30;King cobra;;0;1;0;1;Open;Open;2
175;08/12/2020;14:45;King cobra;;0;1;0;1;Open;Open;2
176;08/12/2020;16:20;King cobra;;0;1;0;1;Open;Open;2
177;08/12/2020;08:30;Komodo dragon;;0;1;0;1;Open;Open;2
176;08/12/2020;13:30;Komodo dragon;;0;1;0;1;Open;Open;2
175;08/12/2020;14:45;Komodo dragon;;0;1;0;1;Open;Open;2
176;08/12/2020;16:20;Komodo dragon;;0;1;0;1;Open;Open;2
177;08/12/2020;08:30;Milksnake;;0;0;1;1;Open;Open;2
176;08/12/2020;13:30;Milksnake;;0;0;1;1;Open;Open;2
175;08/12/2020;14:45;Milksnake;;0;0;1;1;Open;Open;2
176;08/12/2020;16:20;Milksnake;;0;0;1;1;Open;Open;2
177;08/12/2020;08:30;Reticulated python;;0;0;1;1;Open;Open;2
176;08/12/2020;13:30;Reticulated python;;0;1;0;1;Open;Open;2
175;08/12/2020;14:45;Reticulated python;;0;0;1;1;Open;Open;2
176;08/12/2020;16:20;Reticulated python;;0;0;1;1;Open;Open;2
177;08/12/2020;08:30;Snake-neck turtle (WEST);;0;0;1;1;Open;Open;2
176;08/12/2020;13:30;Snake-neck turtle (WEST);;1;0;0;1;Open;Open;2
175;08/12/2020;14:45;Snake-neck turtle (WEST);;1;0;0;1;Open;Open;2
176;08/12/2020;16:20;Snake-neck turtle (WEST);;0;1;0;1;Open;Open;2
177;08/12/2020;08:30;Spiny hill turtle;;0;0;2;2;Open;Open;2
176;08/12/2020;13:30;Spiny hill turtle;;0;1;1;2;Open;Open;2
175;08/12/2020;14:45;Spiny hill turtle;;0;0;2;2;Open;Open;2
176;08/12/2020;16:20;Spiny hill turtle;;0;0;2;2;Open;Open;2
177;08/12/2020;08:30;Taipans;;0;0;2;2;Open;Open;2
176;08/12/2020;13:30;Taipans;;0;2;0;2;Open;Open;2
175;08/12/2020;14:45;Taipans;;0;0;2;2;Open;Open;2
176;08/12/2020;16:20;Taipans;;0;2;0;2;Open;Open;2
177;08/12/2020;08:30;Telfair skink;;0;2;2;4;Open;Open;2
176;08/12/2020;13:30;Telfair skink;;1;1;2;4;Open;Open;2
175;08/12/2020;14:45;Telfair skink;;0;3;1;4;Open;Open;2
176;08/12/2020;16:20;Telfair skink;;1;1;2;4;Open;Open;2
177;08/12/2020;08:30;Tokay gecko ;;0;1;2;3;Open;Open;2
176;08/12/2020;13:30;Tokay gecko ;;0;0;3;3;Open;Open;2
175;08/12/2020;14:45;Tokay gecko ;;0;0;3;3;Open;Open;2
176;08/12/2020;16:20;Tokay gecko ;;0;0;3;3;Open;Open;2
177;09/12/2020;14:00;Beaded lizard;;0;2;1;3;Open;Open;2
178;09/12/2020;16:00;Beaded lizard;;0;2;1;3;Open;Open;2
177;09/12/2020;14:00;Blue tree monitor ;;0;1;0;1;Open;Open;2
178;09/12/2020;16:00;Blue tree monitor ;;0;1;0;1;Open;Open;2
177;09/12/2020;14:00;Chinese crocodile lizard;;0;2;0;2;Open;Open;2
178;09/12/2020;16:00;Chinese crocodile lizard;;0;1;1;2;Open;Open;2
177;09/12/2020;14:00;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
178;09/12/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Open;Open;2
177;09/12/2020;14:00;Gidgee skink;;2;8;2;12;Open;Open;2
178;09/12/2020;16:00;Gidgee skink;;0;11;1;12;Open;Open;2
177;09/12/2020;14:00;Jungle carpet python;;0;2;0;2;Open;Open;2
178;09/12/2020;16:00;Jungle carpet python;;0;2;0;2;Open;Open;2
177;09/12/2020;14:00;King cobra;;0;1;0;1;Open;Open;2
178;09/12/2020;16:00;King cobra;;0;1;0;1;Open;Open;2
177;09/12/2020;14:00;Komodo dragon;;1;0;0;1;Open;Open;2
178;09/12/2020;16:00;Komodo dragon;;0;1;0;1;Open;Open;2
177;09/12/2020;14:00;Milksnake;;0;0;1;1;Open;Open;2
178;09/12/2020;16:00;Milksnake;;0;0;1;1;Open;Open;2
177;09/12/2020;14:00;Reticulated python;;0;0;1;1;Open;Open;2
